job_title,company_name,job_location,job_salary,job_description,job_posted,posted_website,job_link
Spécialiste en intelligence artificielle,Industries Machinex inc.,"Plessisville, QC",,"BAC en mathématique, en  appliqué ou en physique;,Responsable de faire évoluer, développer et optimiser les applications basées sur des réseaux…",9 days ago,Indeed.ca,https://ca.indeed.com/company/Industries-Machinex/jobs/Sp%C3%A9cialiste-En-Intelligence-Artificielle-8a6379846c5d9f1b?fccid=e89f8664b6369f78&vjs=3
Data Analyst,Hopper,"Montréal, QC",,"Enthusiasm and curiosity for conducting research and answering hard questions with data.,Exposure to scripting with Pandas, R, SAS or other  preparation and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a9e7d52bc1f19837&fccid=71eb96af97fae7e9&vjs=3
Data Scientist,shopkick,"Toronto, ON",,"Be an SME and evangelist for using advanced   modeling to create  products to drive growth for the business.,Who we are looking for.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0c4d86702701c18b&fccid=d9424d2494bb17e7&vjs=3
AI PROGRAMMER,New World Interactive,"Grande Cache, AB",,"Write high-quality C++ code with an understanding of gameplay and AI systems.,Participate in the design and implementation of AI code in accordance with design…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b19eab406fb35874&fccid=4fe56cb472fa1127&vjs=3
Data Scientist,Points International,"Toronto, ON",,"Familiarity with  warehousing,  processing pipelines and  structures.,Elevate the   discipline by providing coaching & thought leadership…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=96e7cfa75a0d1a2d&fccid=5c98f9ffc20e640f&vjs=3
AI Research Engineer,Bioinformatics Solutions Inc.,"Waterloo, ON","$100,000 a year","Understand the latest advances in mass spectrometry  analysis algorithms.,Develop highly scalable algorithms based on state-of-the-art machine learning and…",24 days ago,Indeed.ca,https://ca.indeed.com/company/Bioinformatics-Solutions-Inc./jobs/Ai-Research-Engineer-ac0a804273b1247f?fccid=eca969b23b124088&vjs=3
"Director, Data & Analytics COE",RBC,"Toronto, ON",,"Lead development of  products vision, strategy and overall roadmap of the  products, driven by artificial intelligence,  , machine learning…",5 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=851120ba5cf04518&fccid=537b899e30af3338&vjs=3
Mathematician,BlazeSoft,"Concord, ON",,"New games planning, par sheets building and final configuration for TNG and ticketing based games.,Building overall gaming system math including games +…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=c87cb307912dbed8&fccid=50a08e2c4b5e62c0&vjs=3
"Data Scientist, Advanced Analytics",QUESTRADE INC,"Toronto, ON",,"You will make improvement recommendations to analytics  infrastructure.,✔ Have a well-developed ability to manipulate a wide variety of  using SQL and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b7c255d0ce361791&fccid=dd16cd5f7dbbced2&vjs=3
"Educator, Data Scientist",BrainStation,"Vancouver, BC",,"Actively work on writing and researching new content to teach the most up to date skills in   to our students.,Experience building and leading teams.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=da234ef9217b077a&fccid=163ccc336a959b8b&vjs=3
Data Scientist (Remote),Veeva Systems,"Toronto, ON",,"Execute statistical and  mining techniques (e.g. hypothesis testing, machine learning, and retrieval processes) on large  sets to identify trends and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=acdc01645d55764a&fccid=353eb997fc901045&vjs=3
Cloud Data Analytics Engineer,Best Buy,"Burnaby, BC",,"You will work with large scale  processing system that collects  from a variety of structured and unstructured  sources, stores  in a cloud…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7f53b6c1ec34c3d1&fccid=027d7cca25a5d14f&vjs=3
"Senior Business Process & Data Analyst, Data & Implementation Science",University Health Network,"Toronto, ON",,"Design  collection processes, collect and analyze , lead  reporting and  visualization activities.,Coordinate system design, build, and testing.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b7ad088a341f21ad&fccid=2bef55e014d470c4&vjs=3
AI Researcher (Computer vision),Roboeye,"Toronto, ON",,"Lead and architect computer vision and machine learning algorithms and applications development.,Lead proof-of-concept implementations, prototypes and demos to…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a7296b740a641205&fccid=5c8f747995e8b7e2&vjs=3
Introduction à la science des données et à l’intelligence d’affaires,Université du Québec à Chicoutimi,Canada,,,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f40723810ccd284a&fccid=51d6192abd12d201&vjs=3
Intelligence artificielle,Université du Québec à Chicoutimi,Canada,,,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7b9e0c0344ccc7d9&fccid=51d6192abd12d201&vjs=3
Deep Learning Inference and Compiler Engineer,Deeplite Inc,"Montréal, QC",,"You will be working on cutting edge problems in Deep Learning for Deeplite optimization software stack.,Design and develop a lightweight and high-performance…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=a8d09e9ba440b52f&fccid=187ebc2d25d59123&vjs=3
Data Analytics Student,Suncor Energy Services,Alberta,,"Previous experience in a   or an analytics environment.,Coding, modelling, and  visualization experience.",27 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=d090558e628e846d&fccid=e16ce774384b4169&vjs=3
"Senior Consultant, AI Strategy, Omnia AI",Deloitte,"Montréal, QC",,"Understanding of enterprise  and analytics concepts including operating model definition,  governance programs, analytical use case identification and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=49a092d2c99ab0c2&fccid=9e215d88a6b33622&vjs=3
Senior Data Scientist/Scientifique de données principal,Unity Technologies,"Montréal, QC",,"Source code analysis and problem solve through   techniques.,Influence key partners and drive alignment on data-science and possibly machine learning…",18 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=202855c29678c725&fccid=880e4714f2ad94a8&vjs=3
Decision Support Junior Analyst,Reconnect Community Health Services,"Toronto, ON",$17 an hour,"Technical skills in  analytics.,Assisting and supporting with  analysis.,The successful candidate will receive strong supervision and mentorship from…",30+ days ago,Indeed.ca,https://ca.indeed.com/company/Reconnect-Mental-Health-Services/jobs/Decision-Support-Junior-Analyst-81e1dd6163b02f15?fccid=a98132d5a4eb53d0&vjs=3
RES O 21R - Business Intelligence Analyst,BC Public Service,"Victoria, BC",,"Experience creating and delivering executive-level  visualizations for the purpose of decision making.,Experience at leveraging structured and unstructured…",1 day ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=70cac0d4d875699e&fccid=65dd05622a756445&vjs=3
Senior AI,ThinkRF Corp,"Ottawa, ON",,"Data  and  engineering of structured and unstructured  as well as imbalanced  structures, handling Peta-byte scale datasets for model…",1 day ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=067c1e1d4c8e6bd5&fccid=8cb77549dbb0e57d&vjs=3
Data Scientist,Wish,"Toronto, ON",,"Maintain the integrity of  pipelines and dependant reporting.,Analyze internal behavior tracking  and forecast Wish users’ demand.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0eb764568617b3ee&fccid=617690ce838507f3&vjs=3
Data Scientist,AbCellera Biologics,"Vancouver, BC",,"Leading initiatives to standardize  output and  analysis.,Experience working with and creating  architectures.,A minimum of 3 weeks’ vacation.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=0b6b976168d6540a&fccid=6161745df4a18957&vjs=3
Senior Data Analyst - Risk,Circle,Ontario,,"Drive the enhancement of  tools available to  analysts at Circle.,3+ years' experience as  Analyst in a  intensive environment, working with…",11 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=028a016d13afa952&fccid=4ad12104a44e9eb6&vjs=3
Machine Learning Developer,Tetra Tech,"Edmonton, AB",,"Experience configuring and optimizing  pipelines.,Build distributed, scalable, and reliable  pipelines that ingest and process  at scale and in real…",18 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=70d4ee2d4abaccdc&fccid=997110e6d9c4c093&vjs=3
Data Scientist,Ingrooves,"Victoria, BC",,"Expert knowledge of at least one   programming language (e.g. Python, R, Julia, etc.).,And relevant   and visualization libraries (scikit…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f80eea50e712557f&fccid=a9ef033ae4ddf013&vjs=3
Directeur de la recherche statistique,SOM,Remote,,"Conseiller l'équipe en ce qui a trait aux plans, échantillonnages, questionnaires, méthodes d'enquêtes, etc.,Estimer des marges d'erreur.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=78010e6bc6b8a939&fccid=dcb6039740f0f6df&vjs=3
Environmental Data Analyst,Golder Associates,"Kelowna, BC",,"Perform standard quality assurance checks on  loaded into relational databases.,Manage setup of users, provide training and trouble-shooting.",23 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7220a7759b09617c&fccid=e3b502a5b609fca4&vjs=3
Data Engineer - Machine Learning,Prenuvo Inc,"Vancouver, BC",,"The  engineer establishes and maintains scalable, reliable, and efficient  pipelines for  inquiry, model implementation & monitoring.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=1d08e3bc9c713529&fccid=7cbd0ab047998f20&vjs=3
Computer Vision Researcher,Algolux,"Montréal, QC",,"Experience with Deep Learning frameworks, model architecture design, training methodologies, and  management.,Don't be satisfied with solving toy problems.",4 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=ce42a10575860eb3&fccid=ee862a2d55477b7b&vjs=3
Machine Learning Developer,Conexiom,"Vancouver, BC",,As a intermediate or senior developer with Machine Learning or AI background you will be a key member of our development team delivering on the vision for the…,10 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b7d9f4db8f3b9b42&fccid=248e604a1629acaf&vjs=3
Business Intelligence Developer,Centro,Ontario,,"Data modeling knowledge with  marts and  warehouses.,Solid understanding of  warehousing, ETL process,  quality,  governance, and metadata…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=9fa1f9daf54803a9&fccid=79bb07c74c0ae378&vjs=3
Business Analyst - RPA & AI,Tangentia,"Toronto, ON",,"5 years of experience in Business Analysis /  Analytics.,Work closely with teams in the identification of business requirements, functional design, process…",9 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b64dd467562ec9fa&fccid=87b8e434fcc53d01&vjs=3
"Specialist, Digital Analytics Deployment, Water or Tailings - RACE21",Teck Resources Limited,"Sparwood, BC",,"Previous experience in  ,  engineering, or software engineering or deployment within the resource industry, and/or;",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=28bd688aeca6152d&fccid=33dfaa8965cf2bf4&vjs=3
QA Engineer – AI Analytics Platform – SaaS company,Groom & Associes,"Montréal, QC","$55,000 a year","They collect billions of  points every month and focus on using AI to leverage that  for their customers.,Position status: Full time permanent.",11 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b8718dc3901c725b&fccid=8d08a26504cbffaa&vjs=3
Mathematician/Computer Scientist,BMM Testlabs,"Moncton, NB",,"The Mathematician/Computer Scientist is required to achieve an advanced knowledge of mathematics, technical gaming standards, various gaming platforms, and BMM…",27 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=18d1da8da1abfe47&fccid=1dc5e16a56d5c1c9&vjs=3
"Junior Analyst, Analytics",Rocky Mountaineer,"Vancouver, BC",,"This position is responsible for assisting with business analysis,  engineering,  analysis,   & internal reporting.",3 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=da6be8a51e409b5b&fccid=ee4a20e79ae1deeb&vjs=3
AI Scientist,Paige,Ontario,,"PhD degree in computer  or related field.,In this role you'll be part of a team of world-leading experts in machine learning, computer vision and…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=c8153ff4581ca484&fccid=8e499e964d7a61eb&vjs=3
VELOCITY- Data Analytics Engineer,Scotiabank,"Toronto, ON",,Developing complex  pipelines in traditional relational (Python/SQL) or big  (Spark/Hive) environment.,12 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=55ae24b9996a3c10&fccid=3002307a9e5b4706&vjs=3
Machine Learning Developer,AppDirect,"Montréal, QC",,"Perform analysis, such as slicing and dicing , to build prediction systems.,Design and build machine learning infrastructure and pipelines for creating data…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=9ffdc9d39bfa9e8e&fccid=8ee02c45d6c86fd6&vjs=3
Conseiller en Data Visualisation - Power Bi,agileDSS,"Montréal, QC",,"Depuis 15 ans, nous accompagnons les grandes entreprises québécoises à tirer le meilleur parti de leurs données par le biais d’une expertise de pointe en…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=66559f414691353e&fccid=b9c61d63cdbdfebf&vjs=3
Scientifique de données,Optel Vision,"Quebec City, QC",,Une maîtrise ou toute autre formation de niveau supérieur est un atoutPosséder 3 ans d’expérience pertinenteConnaissance du domaine de la vision numérique un…,30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=aeb8a0b0a0450682&fccid=fb9f012c9afc6934&vjs=3
Data Scientist,Cerebri AI,"Toronto, ON",,"Ph.D. in operations research, applied statistics,  mining, machine learning, physics or a related quantitative discipline.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7d8b410f682443db&fccid=799362a2faa3b40a&vjs=3
"Scrum Master, Artificial Intelligence",Intact,"Montréal, QC",,"A bachelor’s degree in computer , software engineering, mathematics or equivalent experience.,Interested in artificial intelligence, able to interact…",3 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=4107987df80001d5&fccid=be7195d2ebb48351&vjs=3
Machine Learning Developer Intern (4 months),IBM,"Calgary, AB",,"Our team is looking for candidates with exceptional technical aptitude, a passion for applied  , and an interest in solving business challenges with…",15 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=52d02bd941b948bf&fccid=de71a49b535e21cb&vjs=3
Sr. Data Analyst,TKEES,"Toronto, ON",,"We are interested in furthering our  collection and analysis practices, so you will be responsible for instituting new policies, procedures and programs…",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=bb0b9b81b4b854b8&fccid=51f9e96974b14290&vjs=3
AI/ML Platform engineer,CSTECH,"Scarborough, ON",$55 an hour,"SME in AI & Cognitive science.,Strong Cognitive Cloud Architecture experience on AWS & Azure.,Have done setup up of inference pipeline.",23 days ago,Indeed.ca,https://ca.indeed.com/company/ClientServer-Technology-Solutions-LLC/jobs/Ai-Ml-Platform-Engineer-75e0f1aa2e0d298b?fccid=2f0d1a7ba06b79bf&vjs=3
"Analyst, Business Intelligence",Loblaw Companies Limited,"Brampton, ON",,"Technical expertise regarding different  models, database design and segmentation techniques.,Identify opportunities for process improvement and automation…",16 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=b9ea2c695407a79b&fccid=bc30630cfcc120d4&vjs=3
Business Intelligence Specialist (1-year Contract),Altus Group,"Toronto, ON",,"You have a deep knowledge of  structuring,  analysis, and business intelligence.,Identify areas where BI,  modelling and visualization can be…",15 days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=7a7dd7abeabada4e&fccid=67fbdb0463ba7ad3&vjs=3
Data Scientist,"AMZN CAN Fulfillment Svcs, ULC",Ontario,,"MS + 8 yrs experience or BS + 10 yrs experience in predictive modeling,  , machine learning, or user and entity behavior analytic development.",30+ days ago,Indeed.ca,https://ca.indeed.com/rc/clk?jk=f6f5084643f0ad4c&fccid=fe2d21eef233e94a&vjs=3
